04/16/2002,6.75531479776
05/10/2002,1.5833153628
08/16/2002,3.85138337427
09/16/2002,-0.373011341903
10/16/2002,0.881820429929
11/16/2002,7.98885567137
12/16/2002,5.59083155105
01/16/2003,6.27411636137
02/15/2003,6.38325907689
03/16/2003,11.0840074995
04/16/2003,3.99025993508
05/11/2003,1.44070891919
07/16/2003,0.357206280307
08/16/2003,-3.67929624813
09/16/2003,-0.985820251738
10/16/2003,0.0571680592979
11/16/2003,-0.368806237303
12/16/2003,0.524199023221
01/07/2004,3.62525604987
02/17/2004,7.9798469786
03/16/2004,10.9122499719
04/16/2004,9.11621569342
05/16/2004,7.94353185176
06/16/2004,7.52366225922
07/16/2004,9.20243124754
08/16/2004,2.66188742714
09/16/2004,0.117246177493
10/16/2004,5.84325586808
11/16/2004,14.0010628541
12/16/2004,16.2732795707
01/16/2005,16.9771350004
02/15/2005,19.3793818235
03/16/2005,17.7906351577
04/16/2005,13.4407547262
05/16/2005,7.54814064545
06/16/2005,3.67002140604
07/16/2005,0.85228938126
08/16/2005,1.2605924025
09/16/2005,-2.77967042254
10/16/2005,-1.21003969369
11/16/2005,-3.95707311693
12/16/2005,-5.82510944657
01/16/2006,-5.67837683797
02/15/2006,-2.96928410054
03/16/2006,-1.06240709246
04/16/2006,-0.954057163889
05/16/2006,-2.10427206084
06/16/2006,-4.797533935
07/16/2006,-7.61394056677
08/16/2006,-9.463602298
09/16/2006,-6.23775271685
10/16/2006,-6.29481983851
11/16/2006,-2.08447513497
12/16/2006,-3.38383140544
01/16/2007,4.73370420711
02/15/2007,8.10293566656
03/16/2007,8.61131654406
04/16/2007,8.50234292501
05/16/2007,10.7102774642
06/16/2007,13.3413295617
07/16/2007,14.9479805206
08/16/2007,9.55089477273
09/16/2007,9.23773386625
10/16/2007,6.40586782007
11/16/2007,5.78005955283
12/16/2007,5.88057020254
01/16/2008,7.41078625631
02/15/2008,7.09492223498
03/16/2008,8.55676160122
04/16/2008,8.54971612782
05/16/2008,6.36705621259
06/16/2008,0.0619773753473
07/16/2008,-2.36744413558
08/16/2008,-2.0388848216
09/16/2008,1.92738087367
10/16/2008,-0.621338007141
11/16/2008,-0.846051232429
12/16/2008,-2.28226775689
01/16/2009,-2.63277345283
02/15/2009,-1.47770366964
03/16/2009,-0.916796631481
04/16/2009,-2.38741534248
05/16/2009,0.239263251586
06/16/2009,-4.10682326662
07/16/2009,-8.49018934068
08/16/2009,-6.24093089721
09/16/2009,-4.7671873607
10/16/2009,1.25062562371
11/16/2009,2.67455160541
12/16/2009,6.49525226288
01/16/2010,5.35665413185
02/15/2010,11.095774226
03/16/2010,12.0193277686
04/16/2010,11.067117521
05/16/2010,7.3423277201
06/16/2010,5.05105641413
07/16/2010,6.68277491712
08/16/2010,1.7317714159
09/16/2010,2.25577638091
10/16/2010,-1.82512233366
11/16/2010,-3.42430489762
12/16/2010,-3.83626053919
02/18/2011,-2.59725519203
03/16/2011,-0.0955940432565
04/16/2011,-5.04604664414
05/16/2011,-3.85367938299
07/19/2011,-14.8703445672
08/16/2011,-12.7943643653
09/16/2011,-15.1433891262
10/16/2011,-15.6822663015
11/01/2011,-14.4079377476
01/02/2012,-8.67873829438
01/16/2012,-7.65429626118
02/15/2012,-3.7551745434
03/16/2012,-0.52648146692
04/10/2012,-2.2352574634
06/16/2012,-7.17180787335
07/16/2012,-6.61005587722
08/16/2012,-11.2373373596
09/13/2012,-14.163921045
11/20/2012,-12.4791137519
12/16/2012,-14.7180074507
01/16/2013,-9.81507878853
02/14/2013,-6.43562544626
04/21/2013,-9.83012117891
05/16/2013,-9.59548353016
06/16/2013,-10.6384967925
07/16/2013,-13.0110576072
10/16/2013,-13.0574405976
11/16/2013,-9.88096447721
12/16/2013,-9.21378376059
01/09/2014,-5.8822805341
03/17/2014,-7.15966367512
04/16/2014,-8.82323801318
05/16/2014,-9.31355359492
06/13/2014,-8.12237632836
08/16/2014,-14.8471843273
09/16/2014,-14.1670387182
10/16/2014,-14.1837639924
11/17/2014,-8.24042241141
01/22/2015,-2.66911483658
02/15/2015,-2.50002840324
03/16/2015,-2.31512215997
04/16/2015,-1.11290444994
04/27/2015,1.18955995589
07/15/2015,-0.941976947313
08/16/2015,-4.91268028355
09/14/2015,-7.42451142488
12/23/2015,9.7932323008
01/16/2016,9.42801285608
02/14/2016,7.34195783693
03/16/2016,8.01662055191
05/20/2016,6.11701453435
06/16/2016,5.75030225059
07/15/2016,-2.96196862782
08/21/2016,1.30771311398
